"country","mes","cancelaciones_mensuales","personas_mensuales","reservas_mensuales","cancelaciones_acumuladas","personas_acumuladas","reservas_acumuladas","ratio_cancelaciones","region","country_name"
"DEU",2016-02-01,12,236,124,24,1281,708,3.4,"Europe","Germany"
"DNK",2016-02-01,0,15,8,0,86,48,0,"Europe","Denmark"
"DZA",2016-02-01,0,1,1,1,36,29,3.4,"Africa","Algeria"
"ECU",2016-02-01,0,2,1,1,7,4,25,"Americas","Ecuador"
"EGY",2016-02-01,0,5,4,0,15,12,0,"Africa","Egypt"
"ESP",2016-02-01,42,652,312,196,4848,2377,8.2,"Europe","Spain"
"FIN",2016-02-01,0,30,15,1,139,74,1.4,"Europe","Finland"
"FRA",2016-02-01,32,673,321,84,3475,1795,4.7,"Europe","France"
"GBR",2016-02-01,19,447,227,138,3187,1685,8.2,"Europe","United Kingdom"
"GNB",2016-02-01,0,3,3,0,3,3,0,"Africa","Guinea-Bissau"
"GRC",2016-02-01,0,4,2,0,51,35,0,"Europe","Greece"
"HND",2016-02-01,1,2,1,1,2,1,100,"Americas","Honduras"
"HRV",2016-02-01,0,9,5,0,24,14,0,"Europe","Croatia"
"HUN",2016-02-01,1,17,8,1,49,28,3.6,"Europe","Hungary"
"IDN",2016-02-01,2,2,2,2,9,5,40,"Asia","Indonesia"
"IND",2016-02-01,2,6,3,2,45,26,7.7,"Asia","India"
"IRL",2016-02-01,6,84,43,73,1122,559,13.1,"Europe","Ireland"
"IRN",2016-02-01,0,3,2,1,21,15,6.7,"Africa","Iran"
"ISR",2016-02-01,0,2,1,1,240,129,0.8,"Africa","Israel"
"ITA",2016-02-01,27,165,85,163,1384,720,22.6,"Europe","Italy"
"JOR",2016-02-01,0,1,1,0,11,8,0,"Africa","Jordan"
"JPN",2016-02-01,1,16,7,1,69,36,2.8,"Asia","Japan"
"KOR",2016-02-01,0,8,3,2,41,21,9.5,"Asia","South Korea"
"KWT",2016-02-01,0,3,1,0,5,2,0,"Africa","Kuwait"
"LBN",2016-02-01,0,1,1,0,13,8,0,"Africa","Lebanon"
"LTU",2016-02-01,0,3,2,0,36,19,0,"Europe","Lithuania"
"LUX",2016-02-01,4,11,6,4,76,36,11.1,"Europe","Luxembourg"
"MAR",2016-02-01,2,30,16,5,96,46,10.9,"Africa","Morocco"
"MCO",2016-02-01,0,2,1,0,2,1,0,"Europe","Monaco"
"MEX",2016-02-01,0,3,1,0,34,20,0,"Americas","Mexico"
"MOZ",2016-02-01,0,6,6,2,22,15,13.3,"Africa","Mozambique"
"MUS",2016-02-01,0,4,2,0,6,4,0,"Africa","Mauritius"
"MYS",2016-02-01,0,4,2,0,15,8,0,"Asia","Malaysia"
"NGA",2016-02-01,4,8,5,4,13,7,57.1,"Africa","Nigeria"
"NLD",2016-02-01,6,140,74,8,551,299,2.7,"Europe","Netherlands"
"NOR",2016-02-01,0,8,5,0,99,54,0,"Europe","Norway"
"NULL",2016-02-01,0,43,32,32,291,198,16.2,"Other","Other"
"NZL",2016-02-01,0,1,1,0,17,10,0,"Asia","New Zealand"
"OMN",2016-02-01,0,2,1,3,17,8,37.5,"Africa","Oman"
"POL",2016-02-01,1,36,18,2,287,136,1.5,"Europe","Poland"
"ROU",2016-02-01,0,7,4,1,128,65,1.5,"Europe","Romania"
"RUS",2016-02-01,2,14,8,6,210,113,5.3,"Europe","Russia"
"SAU",2016-02-01,6,11,6,9,22,13,69.2,"Africa","Saudi Arabia"
"SEN",2016-02-01,1,2,1,1,4,2,50,"Africa","Senegal"
"SRB",2016-02-01,1,2,1,1,15,8,12.5,"Europe","Serbia"
"SWE",2016-02-01,0,22,10,0,234,142,0,"Europe","Sweden"
"THA",2016-02-01,4,10,5,4,17,9,44.4,"Asia","Thailand"
"TUN",2016-02-01,0,5,3,0,18,10,0,"Africa","Tunisia"
"TUR",2016-02-01,5,11,7,10,70,39,25.6,"Europe","Turkey"
"TWN",2016-02-01,1,2,1,1,11,6,16.7,"Asia","Taiwan"
"UKR",2016-02-01,2,5,3,3,32,17,17.6,"Europe","Ukraine"
"USA",2016-02-01,6,54,28,6,432,232,2.6,"Americas","United States"
"VEN",2016-02-01,0,1,1,1,16,9,11.1,"Americas","Venezuela"
"ZAF",2016-02-01,3,6,4,6,22,13,46.2,"Africa","South Africa"
"AGO",2016-03-01,8,17,10,58,191,121,47.9,"Africa","Angola"
"ALB",2016-03-01,0,3,1,0,7,3,0,"Europe","Albania"
"ARE",2016-03-01,2,4,2,3,6,4,75,"Africa","United Arab Emirates"
"ARG",2016-03-01,2,18,9,2,68,33,6.1,"Americas","Argentina"
"ARM",2016-03-01,0,2,1,0,8,4,0,"Europe","Armenia"
"AUS",2016-03-01,0,16,8,9,98,51,17.6,"Asia","Australia"
"AUT",2016-03-01,4,100,48,4,368,208,1.9,"Europe","Austria"
"AZE",2016-03-01,2,12,3,2,15,5,40,"Europe","Azerbaijan"
"BEL",2016-03-01,15,201,96,42,768,387,10.9,"Europe","Belgium"
"BGR",2016-03-01,0,11,5,0,21,12,0,"Europe","Bulgaria"
"BRA",2016-03-01,22,127,65,59,678,336,17.6,"Americas","Brazil"
"CHE",2016-03-01,10,128,61,19,502,246,7.7,"Europe","Switzerland"
"CHL",2016-03-01,1,7,3,1,36,17,5.9,"Americas","Chile"
"CHN",2016-03-01,25,126,66,65,663,335,19.4,"Asia","China"
"CIV",2016-03-01,0,4,2,0,4,2,0,"Africa","Côte d’Ivoire"
"COL",2016-03-01,3,15,9,3,37,18,16.7,"Americas","Colombia"
"CPV",2016-03-01,2,3,2,5,11,7,71.4,"Africa","Cape Verde"
"CZE",2016-03-01,2,11,6,2,62,38,5.3,"Europe","Czechia"
"DEU",2016-03-01,31,558,282,55,1839,990,5.6,"Europe","Germany"
"DNK",2016-03-01,3,42,20,3,128,68,4.4,"Europe","Denmark"
"DOM",2016-03-01,0,2,1,0,6,3,0,"Americas","Dominican Republic"
"DZA",2016-03-01,2,24,14,3,60,43,7,"Africa","Algeria"
"ESP",2016-03-01,113,1267,576,309,6115,2953,10.5,"Europe","Spain"
"EST",2016-03-01,1,4,2,1,13,6,16.7,"Europe","Estonia"
"FIN",2016-03-01,1,58,28,2,197,102,2,"Europe","Finland"
"FRA",2016-03-01,44,620,320,128,4095,2115,6.1,"Europe","France"
"GBR",2016-03-01,70,814,399,208,4001,2084,10,"Europe","United Kingdom"
"GEO",2016-03-01,2,4,2,2,5,3,66.7,"Europe","Georgia"
"GIB",2016-03-01,2,5,2,2,13,6,33.3,"Europe","Gibraltar"
"GNB",2016-03-01,0,6,5,0,9,8,0,"Africa","Guinea-Bissau"
"HRV",2016-03-01,4,13,5,4,37,19,21.1,"Europe","Croatia"
"HUN",2016-03-01,5,24,12,6,73,40,15,"Europe","Hungary"
"IDN",2016-03-01,0,1,1,2,10,6,33.3,"Asia","Indonesia"
"IND",2016-03-01,0,6,3,2,51,29,6.9,"Asia","India"
"IRL",2016-03-01,10,158,75,83,1280,634,13.1,"Europe","Ireland"
"IRN",2016-03-01,6,23,9,7,44,24,29.2,"Africa","Iran"
"ISR",2016-03-01,1,28,15,2,268,144,1.4,"Africa","Israel"
"ITA",2016-03-01,50,300,146,213,1684,866,24.6,"Europe","Italy"
"JOR",2016-03-01,0,2,1,0,13,9,0,"Africa","Jordan"
"JPN",2016-03-01,1,18,11,2,87,47,4.3,"Asia","Japan"
"KAZ",2016-03-01,0,2,1,0,8,4,0,"Europe","Kazakhstan"
"KOR",2016-03-01,0,4,2,2,45,23,8.7,"Asia","South Korea"
"KWT",2016-03-01,1,6,3,1,11,5,20,"Africa","Kuwait"
"LBN",2016-03-01,1,1,1,1,14,9,11.1,"Africa","Lebanon"
"LTU",2016-03-01,0,5,2,0,41,21,0,"Europe","Lithuania"
"LUX",2016-03-01,2,30,15,6,106,51,11.8,"Europe","Luxembourg"
"MAR",2016-03-01,2,16,6,7,112,52,13.5,"Africa","Morocco"
"MEX",2016-03-01,3,11,5,3,45,25,12,"Americas","Mexico"
"MOZ",2016-03-01,0,3,2,2,25,17,11.8,"Africa","Mozambique"
"NGA",2016-03-01,4,9,4,8,22,11,72.7,"Africa","Nigeria"
"NLD",2016-03-01,10,138,73,18,689,372,4.8,"Europe","Netherlands"
"NOR",2016-03-01,0,15,10,0,114,64,0,"Europe","Norway"
"NULL",2016-03-01,1,43,34,33,334,232,14.2,"Other","Other"
"NZL",2016-03-01,0,8,4,0,25,14,0,"Asia","New Zealand"
"PAK",2016-03-01,3,5,3,3,5,3,100,"Asia","Pakistan"
"PER",2016-03-01,0,4,2,0,11,7,0,"Americas","Peru"
"POL",2016-03-01,4,85,45,6,372,181,3.3,"Europe","Poland"
"ROU",2016-03-01,0,22,10,1,150,75,1.3,"Europe","Romania"
"RUS",2016-03-01,11,34,18,17,244,131,13,"Europe","Russia"
"SGP",2016-03-01,1,2,1,1,13,6,16.7,"Asia","Singapore"
"SRB",2016-03-01,0,5,2,1,20,10,10,"Europe","Serbia"
"SVK",2016-03-01,0,3,1,0,10,5,0,"Europe","Slovakia"
"SVN",2016-03-01,8,15,9,8,36,21,38.1,"Europe","Slovenia"
"SWE",2016-03-01,9,67,32,9,301,174,5.2,"Europe","Sweden"
"THA",2016-03-01,0,2,1,4,19,10,40,"Asia","Thailand"
"TUN",2016-03-01,2,4,2,2,22,12,16.7,"Africa","Tunisia"
"TUR",2016-03-01,6,39,20,16,109,59,27.1,"Europe","Turkey"
"TWN",2016-03-01,0,5,2,1,16,8,12.5,"Asia","Taiwan"
"UKR",2016-03-01,1,9,3,4,41,20,20,"Europe","Ukraine"
"USA",2016-03-01,13,150,74,19,582,306,6.2,"Americas","United States"
"VEN",2016-03-01,2,8,3,3,24,12,25,"Americas","Venezuela"
"ZAF",2016-03-01,1,3,2,7,25,15,46.7,"Africa","South Africa"
"AGO",2016-04-01,7,12,7,65,203,128,50.8,"Africa","Angola"
"ALB",2016-04-01,1,2,1,1,9,4,25,"Europe","Albania"
"ARE",2016-04-01,6,15,8,9,21,12,75,"Africa","United Arab Emirates"
"ARG",2016-04-01,4,26,13,6,94,46,13,"Americas","Argentina"
"AUS",2016-04-01,0,29,12,9,127,63,14.3,"Asia","Australia"
"AUT",2016-04-01,7,136,71,11,504,279,3.9,"Europe","Austria"
"AZE",2016-04-01,1,5,2,3,20,7,42.9,"Europe","Azerbaijan"
"BEL",2016-04-01,16,193,102,58,961,489,11.9,"Europe","Belgium"
"BGD",2016-04-01,4,15,6,4,15,6,66.7,"Asia","Bangladesh"
"BGR",2016-04-01,1,15,7,1,36,19,5.3,"Europe","Bulgaria"
"BHR",2016-04-01,0,2,1,0,2,1,0,"Africa","Bahrain"
"BIH",2016-04-01,0,3,2,0,5,3,0,"Europe","Bosnia & Herzegovina"
"BRA",2016-04-01,40,186,89,99,864,425,23.3,"Americas","Brazil"
"CHE",2016-04-01,16,189,89,35,691,335,10.4,"Europe","Switzerland"
"CHL",2016-04-01,5,14,6,6,50,23,26.1,"Americas","Chile"
"CHN",2016-04-01,28,115,60,93,778,395,23.5,"Asia","China"
"COL",2016-04-01,0,2,1,3,39,19,15.8,"Americas","Colombia"
"CPV",2016-04-01,1,3,1,6,14,8,75,"Africa","Cape Verde"
"CRI",2016-04-01,0,3,2,0,17,9,0,"Americas","Costa Rica"
"CZE",2016-04-01,1,4,2,3,66,40,7.5,"Europe","Czechia"
"DEU",2016-04-01,41,756,423,96,2595,1413,6.8,"Europe","Germany"
"DNK",2016-04-01,1,13,8,4,141,76,5.3,"Europe","Denmark"
"DZA",2016-04-01,1,6,3,4,66,46,8.7,"Africa","Algeria"
"ESP",2016-04-01,86,541,262,395,6656,3215,12.3,"Europe","Spain"
"EST",2016-04-01,2,19,8,3,32,14,21.4,"Europe","Estonia"
"FIN",2016-04-01,6,50,26,8,247,128,6.2,"Europe","Finland"
"FRA",2016-04-01,84,1139,514,212,5234,2629,8.1,"Europe","France"
"GBR",2016-04-01,92,865,450,300,4866,2534,11.8,"Europe","United Kingdom"
"GEO",2016-04-01,1,2,1,3,7,4,75,"Europe","Georgia"
"GRC",2016-04-01,5,18,10,5,69,45,11.1,"Europe","Greece"
"HKG",2016-04-01,1,1,1,1,1,1,100,"Asia","Hong Kong SAR China"
"HRV",2016-04-01,2,8,3,6,45,22,27.3,"Europe","Croatia"
"HUN",2016-04-01,4,11,7,10,84,47,21.3,"Europe","Hungary"
"IDN",2016-04-01,1,2,1,3,12,7,42.9,"Asia","Indonesia"
"IND",2016-04-01,1,19,10,3,70,39,7.7,"Asia","India"
"IRL",2016-04-01,23,279,145,106,1559,779,13.6,"Europe","Ireland"
"IRN",2016-04-01,0,1,1,7,45,25,28,"Africa","Iran"
"ISL",2016-04-01,0,33,17,0,33,17,0,"Europe","Iceland"
"ISR",2016-04-01,4,38,18,6,306,162,3.7,"Africa","Israel"
"ITA",2016-04-01,73,413,191,286,2097,1057,27.1,"Europe","Italy"
"JOR",2016-04-01,0,1,1,0,14,10,0,"Africa","Jordan"
"JPN",2016-04-01,1,4,2,3,91,49,6.1,"Asia","Japan"
"KAZ",2016-04-01,1,4,2,1,12,6,16.7,"Europe","Kazakhstan"
"KHM",2016-04-01,2,4,2,2,4,2,100,"Asia","Cambodia"
"KOR",2016-04-01,1,12,6,3,57,29,10.3,"Asia","South Korea"
"KWT",2016-04-01,1,1,1,2,12,6,33.3,"Africa","Kuwait"
"LTU",2016-04-01,2,3,2,2,44,23,8.7,"Europe","Lithuania"
"LUX",2016-04-01,4,20,9,10,126,60,16.7,"Europe","Luxembourg"
"LVA",2016-04-01,1,10,4,1,35,18,5.6,"Europe","Latvia"
"MAR",2016-04-01,0,18,9,7,130,61,11.5,"Africa","Morocco"
"MCO",2016-04-01,1,2,1,1,4,2,50,"Europe","Monaco"
"MEX",2016-04-01,0,2,1,3,47,26,11.5,"Americas","Mexico"
"MYS",2016-04-01,0,2,1,0,17,9,0,"Asia","Malaysia"
"NLD",2016-04-01,19,238,119,37,927,491,7.5,"Europe","Netherlands"
"NOR",2016-04-01,2,18,9,2,132,73,2.7,"Europe","Norway"
"NULL",2016-04-01,2,27,23,35,361,255,13.7,"Other","Other"
"NZL",2016-04-01,1,3,2,1,28,16,6.2,"Asia","New Zealand"
"OMN",2016-04-01,0,6,2,3,23,10,30,"Africa","Oman"
"PAK",2016-04-01,1,1,1,4,6,4,100,"Asia","Pakistan"
"PHL",2016-04-01,3,11,5,3,13,6,50,"Asia","Philippines"
"POL",2016-04-01,48,173,88,54,545,269,20.1,"Europe","Poland"
"QAT",2016-04-01,3,7,3,3,7,3,100,"Africa","Qatar"
"ROU",2016-04-01,3,30,15,4,180,90,4.4,"Europe","Romania"
"RUS",2016-04-01,11,52,28,28,296,159,17.6,"Europe","Russia"
"SAU",2016-04-01,4,10,6,13,32,19,68.4,"Africa","Saudi Arabia"
"SGP",2016-04-01,1,1,1,2,14,7,28.6,"Asia","Singapore"
"SRB",2016-04-01,0,2,1,1,22,11,9.1,"Europe","Serbia"
"SVK",2016-04-01,2,6,3,2,16,8,25,"Europe","Slovakia"
"SWE",2016-04-01,8,65,34,17,366,208,8.2,"Europe","Sweden"
"THA",2016-04-01,0,9,3,4,28,13,30.8,"Asia","Thailand"
"TUN",2016-04-01,3,10,4,5,32,16,31.2,"Africa","Tunisia"
"TUR",2016-04-01,6,25,11,22,134,70,31.4,"Europe","Turkey"
"TWN",2016-04-01,2,9,4,3,25,12,25,"Asia","Taiwan"
"TZA",2016-04-01,0,3,1,0,3,1,0,"Africa","Tanzania"
"UKR",2016-04-01,0,6,4,4,47,24,16.7,"Europe","Ukraine"
"URY",2016-04-01,1,2,1,1,2,1,100,"Americas","Uruguay"
"USA",2016-04-01,18,154,79,37,736,385,9.6,"Americas","United States"
"UZB",2016-04-01,1,1,1,1,1,1,100,"Europe","Uzbekistan"
"ZAF",2016-04-01,0,4,2,7,29,17,41.2,"Africa","South Africa"
"ZMB",2016-04-01,1,2,1,1,6,2,50,"Africa","Zambia"
"AGO",2016-05-01,6,16,9,71,219,137,51.8,"Africa","Angola"
"ARE",2016-05-01,2,8,2,11,29,14,78.6,"Africa","United Arab Emirates"
"ARG",2016-05-01,5,48,25,11,142,71,15.5,"Americas","Argentina"
"ARM",2016-05-01,2,5,3,2,13,7,28.6,"Europe","Armenia"
"AUS",2016-05-01,3,26,13,12,153,76,15.8,"Asia","Australia"
"AUT",2016-05-01,9,302,158,20,806,437,4.6,"Europe","Austria"
"BEL",2016-05-01,14,168,83,72,1129,572,12.6,"Europe","Belgium"
"BGR",2016-05-01,4,11,5,5,47,24,20.8,"Europe","Bulgaria"
"BRA",2016-05-01,26,166,78,125,1030,503,24.9,"Americas","Brazil"
"CHE",2016-05-01,16,163,80,51,854,415,12.3,"Europe","Switzerland"
"CHL",2016-05-01,0,6,3,6,56,26,23.1,"Americas","Chile"
"CHN",2016-05-01,25,166,82,118,944,477,24.7,"Asia","China"
"COL",2016-05-01,0,3,2,3,42,21,14.3,"Americas","Colombia"
"CRI",2016-05-01,0,7,3,0,24,12,0,"Americas","Costa Rica"
"CYP",2016-05-01,0,2,2,0,3,3,0,"Europe","Cyprus"
"CZE",2016-05-01,1,5,3,4,71,43,9.3,"Europe","Czechia"
"DEU",2016-05-01,54,859,448,150,3454,1861,8.1,"Europe","Germany"
"DNK",2016-05-01,1,26,13,5,167,89,5.6,"Europe","Denmark"
"ESP",2016-05-01,58,392,186,453,7048,3401,13.3,"Europe","Spain"
"EST",2016-05-01,0,6,3,3,38,17,17.6,"Europe","Estonia"
"FIN",2016-05-01,5,29,12,13,276,140,9.3,"Europe","Finland"
"FRA",2016-05-01,74,1094,542,286,6328,3171,9,"Europe","France"
"GBR",2016-05-01,64,1213,616,364,6079,3150,11.6,"Europe","United Kingdom"
"GRC",2016-05-01,1,3,2,6,72,47,12.8,"Europe","Greece"
"HRV",2016-05-01,1,13,6,7,58,28,25,"Europe","Croatia"
"HUN",2016-05-01,3,13,6,13,97,53,24.5,"Europe","Hungary"
"IMN",2016-05-01,1,2,1,1,2,1,100,"Europe","Isle of Man"
"IND",2016-05-01,4,24,11,7,94,50,14,"Asia","India"
"IRL",2016-05-01,15,405,198,121,1964,977,12.4,"Europe","Ireland"
"IRN",2016-05-01,0,2,1,7,47,26,26.9,"Africa","Iran"
"ISR",2016-05-01,6,66,33,12,372,195,6.2,"Africa","Israel"
"ITA",2016-05-01,41,281,140,327,2378,1197,27.3,"Europe","Italy"
"JPN",2016-05-01,4,11,8,7,102,57,12.3,"Asia","Japan"
"KAZ",2016-05-01,1,2,2,2,14,8,25,"Europe","Kazakhstan"
"KOR",2016-05-01,4,14,7,7,71,36,19.4,"Asia","South Korea"
"LTU",2016-05-01,0,6,2,2,50,25,8,"Europe","Lithuania"
"LUX",2016-05-01,1,8,4,11,134,64,17.2,"Europe","Luxembourg"
"MAR",2016-05-01,1,8,5,8,138,66,12.1,"Africa","Morocco"
"MDV",2016-05-01,1,2,1,1,2,1,100,"Asia","Maldives"
"MEX",2016-05-01,0,6,3,3,53,29,10.3,"Americas","Mexico"
"MLT",2016-05-01,0,4,2,0,4,2,0,"Africa","Malta"
"MYS",2016-05-01,0,4,2,0,21,11,0,"Asia","Malaysia"
"NGA",2016-05-01,1,3,1,9,25,12,75,"Africa","Nigeria"
"NIC",2016-05-01,1,3,1,1,3,1,100,"Americas","Nicaragua"
"NLD",2016-05-01,21,198,101,58,1125,592,9.8,"Europe","Netherlands"
"NOR",2016-05-01,3,40,20,5,172,93,5.4,"Europe","Norway"
"NULL",2016-05-01,0,14,12,35,375,267,13.1,"Other","Other"
"NZL",2016-05-01,0,14,9,1,42,25,4,"Asia","New Zealand"
"OMN",2016-05-01,0,2,1,3,25,11,27.3,"Africa","Oman"
"PAK",2016-05-01,0,2,1,4,8,5,80,"Asia","Pakistan"
"PER",2016-05-01,1,1,1,1,12,8,12.5,"Americas","Peru"
"POL",2016-05-01,3,47,27,57,592,296,19.3,"Europe","Poland"
"PRI",2016-05-01,0,2,2,0,7,4,0,"Americas","Puerto Rico"
"ROU",2016-05-01,2,24,13,6,204,103,5.8,"Europe","Romania"
"RUS",2016-05-01,6,24,12,34,320,171,19.9,"Europe","Russia"
"SAU",2016-05-01,1,2,1,14,34,20,70,"Africa","Saudi Arabia"
"SGP",2016-05-01,0,9,4,2,23,11,18.2,"Asia","Singapore"
"SRB",2016-05-01,0,2,2,1,24,13,7.7,"Europe","Serbia"
"SVN",2016-05-01,0,2,2,8,38,23,34.8,"Europe","Slovenia"
"SWE",2016-05-01,5,48,28,22,414,236,9.3,"Europe","Sweden"
"THA",2016-05-01,2,10,4,6,38,17,35.3,"Asia","Thailand"
"TJK",2016-05-01,8,16,8,8,16,8,100,"Europe","Tajikistan"
"TUN",2016-05-01,2,5,3,7,37,19,36.8,"Africa","Tunisia"
"TUR",2016-05-01,6,33,19,28,167,89,31.5,"Europe","Turkey"
"TWN",2016-05-01,0,2,1,3,27,13,23.1,"Asia","Taiwan"
"URY",2016-05-01,0,7,4,1,9,5,20,"Americas","Uruguay"
"USA",2016-05-01,20,168,81,57,904,466,12.2,"Americas","United States"
"VEN",2016-05-01,0,2,1,3,26,13,23.1,"Americas","Venezuela"
"ZAF",2016-05-01,0,1,1,7,30,18,38.9,"Africa","South Africa"
"AGO",2016-06-01,10,29,16,81,248,153,52.9,"Africa","Angola"
"ALB",2016-06-01,1,2,1,2,11,5,40,"Europe","Albania"
"ARE",2016-06-01,3,9,3,14,38,17,82.4,"Africa","United Arab Emirates"
"ARG",2016-06-01,4,38,17,15,180,88,17,"Americas","Argentina"
"AUS",2016-06-01,7,36,18,19,189,94,20.2,"Asia","Australia"
"AUT",2016-06-01,5,78,38,25,884,475,5.3,"Europe","Austria"
"BEL",2016-06-01,14,144,74,86,1273,646,13.3,"Europe","Belgium"
"BGR",2016-06-01,0,9,6,5,56,30,16.7,"Europe","Bulgaria"
"BIH",2016-06-01,0,2,1,0,7,4,0,"Europe","Bosnia & Herzegovina"
"BRA",2016-06-01,30,150,70,155,1180,573,27.1,"Americas","Brazil"
"CHE",2016-06-01,19,164,80,70,1018,495,14.1,"Europe","Switzerland"
"CHL",2016-06-01,1,6,4,7,62,30,23.3,"Americas","Chile"
"CHN",2016-06-01,20,150,67,138,1094,544,25.4,"Asia","China"
"COL",2016-06-01,0,4,2,3,46,23,13,"Americas","Colombia"
"CPV",2016-06-01,2,4,2,8,18,10,80,"Africa","Cape Verde"
"CYP",2016-06-01,0,2,1,0,5,4,0,"Europe","Cyprus"
"CZE",2016-06-01,1,12,6,5,83,49,10.2,"Europe","Czechia"
"DEU",2016-06-01,41,717,374,191,4171,2235,8.5,"Europe","Germany"
"DNK",2016-06-01,4,39,17,9,206,106,8.5,"Europe","Denmark"
"DZA",2016-06-01,0,1,1,4,67,47,8.5,"Africa","Algeria"
"ECU",2016-06-01,0,4,2,1,11,6,16.7,"Americas","Ecuador"
"EGY",2016-06-01,0,8,3,0,23,15,0,"Africa","Egypt"
"ESP",2016-06-01,71,423,203,524,7471,3604,14.5,"Europe","Spain"
"EST",2016-06-01,0,2,1,3,40,18,16.7,"Europe","Estonia"
"FIN",2016-06-01,3,46,22,16,322,162,9.9,"Europe","Finland"
"FRA",2016-06-01,52,776,382,338,7104,3553,9.5,"Europe","France"
"GBR",2016-06-01,56,1056,531,420,7135,3681,11.4,"Europe","United Kingdom"
"GIB",2016-06-01,0,4,2,2,17,8,25,"Europe","Gibraltar"
"GRC",2016-06-01,0,3,2,6,75,49,12.2,"Europe","Greece"
"HKG",2016-06-01,6,11,6,7,12,7,100,"Asia","Hong Kong SAR China"
"HRV",2016-06-01,0,11,6,7,69,34,20.6,"Europe","Croatia"
"HUN",2016-06-01,0,20,11,13,117,64,20.3,"Europe","Hungary"
"IND",2016-06-01,2,9,3,9,103,53,17,"Asia","India"
"IRL",2016-06-01,17,289,140,138,2253,1117,12.4,"Europe","Ireland"
"IRN",2016-06-01,1,11,5,8,58,31,25.8,"Africa","Iran"
"ISR",2016-06-01,14,75,41,26,447,236,11,"Africa","Israel"
"ITA",2016-06-01,35,211,93,362,2589,1290,28.1,"Europe","Italy"
"JPN",2016-06-01,3,24,11,10,126,68,14.7,"Asia","Japan"
"KOR",2016-06-01,7,21,10,14,92,46,30.4,"Asia","South Korea"
"KWT",2016-06-01,0,2,1,2,14,7,28.6,"Africa","Kuwait"
"LBN",2016-06-01,1,10,4,2,24,13,15.4,"Africa","Lebanon"
"LTU",2016-06-01,0,4,2,2,54,27,7.4,"Europe","Lithuania"
"LUX",2016-06-01,3,15,7,14,149,71,19.7,"Europe","Luxembourg"
"MEX",2016-06-01,0,3,2,3,56,31,9.7,"Americas","Mexico"
"MLT",2016-06-01,0,1,1,0,5,3,0,"Africa","Malta"
"MOZ",2016-06-01,2,4,2,4,29,19,21.1,"Africa","Mozambique"
"NLD",2016-06-01,18,179,100,76,1304,692,11,"Europe","Netherlands"
"NOR",2016-06-01,7,54,29,12,226,122,9.8,"Europe","Norway"
"NULL",2016-06-01,1,15,12,36,390,279,12.9,"Other","Other"
"NZL",2016-06-01,2,17,9,3,59,34,8.8,"Asia","New Zealand"
"OMN",2016-06-01,0,1,1,3,26,12,25,"Africa","Oman"
"PER",2016-06-01,0,1,1,1,13,9,11.1,"Americas","Peru"
"POL",2016-06-01,8,130,63,65,722,359,18.1,"Europe","Poland"
"PRI",2016-06-01,0,2,2,0,9,6,0,"Americas","Puerto Rico"
"QAT",2016-06-01,1,3,2,4,10,5,80,"Africa","Qatar"
"ROU",2016-06-01,3,33,16,9,237,119,7.6,"Europe","Romania"
"RUS",2016-06-01,9,33,20,43,353,191,22.5,"Europe","Russia"
"SAU",2016-06-01,3,13,4,17,47,24,70.8,"Africa","Saudi Arabia"
"SGP",2016-06-01,2,7,3,4,30,14,28.6,"Asia","Singapore"
"SRB",2016-06-01,0,69,65,1,93,78,1.3,"Europe","Serbia"
"SVK",2016-06-01,0,5,3,2,21,11,18.2,"Europe","Slovakia"
"SVN",2016-06-01,0,3,3,8,41,26,30.8,"Europe","Slovenia"
"SWE",2016-06-01,16,132,56,38,546,292,13,"Europe","Sweden"
"SYC",2016-06-01,0,1,1,0,1,1,0,"Africa","Seychelles"
"THA",2016-06-01,1,2,1,7,40,18,38.9,"Asia","Thailand"
"TMP",2016-06-01,0,4,1,0,7,2,0,"Other","Other"
"TUN",2016-06-01,1,6,3,8,43,22,36.4,"Africa","Tunisia"
"TUR",2016-06-01,7,34,22,35,201,111,31.5,"Europe","Turkey"
"TWN",2016-06-01,0,2,1,3,29,14,21.4,"Asia","Taiwan"
"UKR",2016-06-01,0,2,1,4,49,25,16,"Europe","Ukraine"
"URY",2016-06-01,0,8,4,1,17,9,11.1,"Americas","Uruguay"
"USA",2016-06-01,23,261,118,80,1165,584,13.7,"Americas","United States"
"ZAF",2016-06-01,2,16,5,9,46,23,39.1,"Africa","South Africa"
"AGO",2016-07-01,5,18,7,86,266,160,53.8,"Africa","Angola"
"AND",2016-07-01,1,6,2,2,8,3,66.7,"Europe","Andorra"
"ARE",2016-07-01,6,19,9,20,57,26,76.9,"Africa","United Arab Emirates"
"ARG",2016-07-01,6,32,11,21,212,99,21.2,"Americas","Argentina"
"AUS",2016-07-01,3,44,22,22,233,116,19,"Asia","Australia"
"AUT",2016-07-01,6,134,60,31,1018,535,5.8,"Europe","Austria"
"AZE",2016-07-01,1,3,2,4,23,9,44.4,"Europe","Azerbaijan"
"BEL",2016-07-01,25,329,142,111,1602,788,14.1,"Europe","Belgium"
"BEN",2016-07-01,1,2,1,1,2,1,100,"Africa","Benin"
"BGR",2016-07-01,2,12,6,7,68,36,19.4,"Europe","Bulgaria"
"BIH",2016-07-01,0,1,1,0,8,5,0,"Europe","Bosnia & Herzegovina"
